,Province_State,Date,Confirmed,Deaths,new_confirmed,new_deaths,new_confirmed_7,new_deaths_7,new_confirmed_14,new_deaths_14,RegionCode,stringency,containment,StateName,population,per_100k_new_confirmed_7,per_100k_new_deaths_7,retail_recreation,grocery_pharmacy,parks,transit,work,residential
0,Alabama,2020-01-22,0,0,0,0,,,,,AL,0.0,0.0,Alabama,4903185.0,,,,,,,,
1,Alabama,2020-01-23,0,0,0,0,,,,,AL,0.0,0.0,Alabama,4903185.0,,,,,,,,
2,Alabama,2020-01-24,0,0,0,0,,,,,AL,0.0,0.0,Alabama,4903185.0,,,,,,,,
3,Alabama,2020-01-25,0,0,0,0,,,,,AL,0.0,0.0,Alabama,4903185.0,,,,,,,,
4,Alabama,2020-01-26,0,0,0,0,,,,,AL,0.0,0.0,Alabama,4903185.0,,,,,,,,
5,Alabama,2020-01-27,0,0,0,0,,,,,AL,0.0,0.0,Alabama,4903185.0,,,,,,,,
6,Alabama,2020-01-28,0,0,0,0,0.0,0.0,,,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
7,Alabama,2020-01-29,0,0,0,0,0.0,0.0,,,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
8,Alabama,2020-01-30,0,0,0,0,0.0,0.0,,,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
9,Alabama,2020-01-31,0,0,0,0,0.0,0.0,,,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
10,Alabama,2020-02-01,0,0,0,0,0.0,0.0,,,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
11,Alabama,2020-02-02,0,0,0,0,0.0,0.0,,,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
12,Alabama,2020-02-03,0,0,0,0,0.0,0.0,,,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
13,Alabama,2020-02-04,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
14,Alabama,2020-02-05,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
15,Alabama,2020-02-06,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
16,Alabama,2020-02-07,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
17,Alabama,2020-02-08,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
18,Alabama,2020-02-09,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
19,Alabama,2020-02-10,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
20,Alabama,2020-02-11,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
21,Alabama,2020-02-12,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
22,Alabama,2020-02-13,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
23,Alabama,2020-02-14,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,,,,,,
24,Alabama,2020-02-15,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,5.155172413793103,0.23076923076923078,49.57142857142857,5.761904761904762,0.7843137254901961,-0.8636363636363636
25,Alabama,2020-02-16,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,-1.4545454545454546,-4.015625,-5.476190476190476,2.1363636363636362,-1.92,0.5238095238095238
26,Alabama,2020-02-17,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,-1.1694915254237288,-4.476190476190476,12.933333333333334,5.7272727272727275,-16.264705882352942,4.333333333333333
27,Alabama,2020-02-18,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,-4.280701754385965,-5.0,-12.466666666666667,-0.6818181818181818,0.3382352941176471,1.435897435897436
28,Alabama,2020-02-19,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,1.4385964912280702,-0.7301587301587301,6.666666666666667,3.7142857142857144,1.3970588235294117,0.0
29,Alabama,2020-02-20,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,-7.568965517241379,-6.6875,-27.58823529411765,1.3636363636363635,-0.6764705882352942,2.923076923076923
30,Alabama,2020-02-21,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,0.5238095238095238,-2.8,9.333333333333334,6.136363636363637,1.4411764705882353,0.3157894736842105
31,Alabama,2020-02-22,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,4.913793103448276,0.7846153846153846,61.583333333333336,10.318181818181818,4.764705882352941,-1.4545454545454546
32,Alabama,2020-02-23,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,3.1454545454545455,0.3492063492063492,12.055555555555555,10.818181818181818,1.06,-0.3333333333333333
33,Alabama,2020-02-24,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,-3.6842105263157894,-5.854838709677419,-19.6,-1.5,0.6176470588235294,2.1538461538461537
34,Alabama,2020-02-25,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,8.403508771929825,-0.609375,31.833333333333332,5.681818181818182,0.9852941176470589,-0.41025641025641024
35,Alabama,2020-02-26,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,18.63157894736842,3.492063492063492,5.0,10.714285714285714,1.8823529411764706,-1.205128205128205
36,Alabama,2020-02-27,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,16.649122807017545,5.838709677419355,9.846153846153847,10.181818181818182,2.1029411764705883,-0.9743589743589743
37,Alabama,2020-02-28,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,14.225806451612904,6.015625,20.357142857142858,8.0,1.0,-1.5789473684210527
38,Alabama,2020-02-29,0,0,0,0,0.0,0.0,0.0,0.0,AL,0.0,0.0,Alabama,4903185.0,0.0,0.0,19.689655172413794,9.015625,73.33333333333333,19.6,4.0588235294117645,-3.0434782608695654
