Province_State,Date,Confirmed,Deaths,new_confirmed,new_deaths,new_confirmed_7,new_deaths_7,new_confirmed_14,new_deaths_14,RegionCode,stringency,containment,StateName,population,per_100k_new_confirmed_7,per_100k_new_deaths_7,retail_recreation,grocery_pharmacy,parks,transit,work,residential
Alabama,3/8/20,0,0,0,0,0,0,0,0,AL,0,5.56,Alabama,4903185,0,0,14.94444444,6.919354839,57.92307692,19.85714286,3.34,-1.333333333
Alabama,3/9/20,0,0,0,0,0,0,0,0,AL,0,5.56,Alabama,4903185,0,0,11.75438596,6.063492063,35.23076923,7.5,2.164179104,-1
Alabama,3/10/20,0,0,0,0,0,0,0,0,AL,8.33,11.81,Alabama,4903185,0,0,10.49122807,5.682539683,21,5.181818182,0.573529412,0.076923077
Alabama,3/11/20,3,0,3,0,0.428571429,0,0.214285714,0,AL,8.33,11.81,Alabama,4903185,0.008740674,0,10.66666667,6.5,27.08333333,6.666666667,0.911764706,-0.846153846
Alabama,3/12/20,4,0,1,0,0.571428571,0,0.285714286,0,AL,8.33,11.81,Alabama,4903185,0.011654232,0,14.21052632,18.61290323,43.53846154,9.954545455,1.343283582,-1.384615385
Alabama,3/13/20,8,0,4,0,1.142857143,0,0.571428571,0,AL,11.11,13.89,Alabama,4903185,0.023308465,0,8.095238095,28.15625,23.2,7.136363636,-0.323529412,-0.189189189
Alabama,3/14/20,15,0,7,0,2.142857143,0,1.071428571,0,AL,11.11,13.89,Alabama,4903185,0.043703371,0,7.034482759,28.34920635,61.18181818,13.55,3.960784314,-0.363636364
Alabama,3/15/20,28,0,13,0,4,0,2,0,AL,11.11,13.89,Alabama,4903185,0.081579626,0,-1.690909091,16.7704918,2.529411765,7.272727273,-2.98,2.476190476
Alabama,3/16/20,36,0,8,0,5.142857143,0,2.571428571,0,AL,15.74,17.36,Alabama,4903185,0.104888091,0,1.719298246,22.73770492,13.92857143,2.136363636,-6.411764706,3.513513514
Alabama,3/17/20,51,0,15,0,7.285714286,0,3.642857143,0,AL,29.17,27.43,Alabama,4903185,0.148591462,0,-5.894736842,15.77419355,27.16666667,1.090909091,-12.66176471,5.864864865
Alabama,3/18/20,61,0,10,0,8.285714286,0,4.357142857,0,AL,29.17,27.43,Alabama,4903185,0.168986369,0,-9.103448276,14.04918033,42,-0.619047619,-16.52941176,7
Alabama,3/19/20,88,0,27,0,12,0,6.285714286,0,AL,39.35,35.07,Alabama,4903185,0.244738879,0,-14.16949153,16.80327869,22.33333333,-2.863636364,-19.67647059,8.891891892
Alabama,3/20/20,115,0,27,0,15.28571429,0,8.214285714,0,AL,46.76,40.62,Alabama,4903185,0.311750715,0,-24.90625,10.6875,5.333333333,-10.625,-23.80882353,12.42424242
Alabama,3/21/20,149,0,34,0,19.14285714,0,10.64285714,0,AL,46.76,40.62,Alabama,4903185,0.390416783,0,-28.78688525,8.828125,22.42857143,-9.681818182,-14.2037037,8.142857143
Alabama,3/22/20,180,0,31,0,21.71428571,0,12.85714286,0,AL,46.76,40.62,Alabama,4903185,0.442860829,0,-35.33333333,-5.322580645,1.5,-19.54545455,-25.23529412,8.882352941
Alabama,3/23/20,224,0,44,0,26.85714286,0,16,0,AL,46.76,40.62,Alabama,4903185,0.547748919,0,-28.98275862,-4.492063492,-16.6,-20.30434783,-27.30882353,13.5
